Source,Target
12486322,124007226
12486322,16772821
12486322,48001737
12486322,139910627
12486322,6140222
12486322,17242956
12486322,10069282
12486322,14091545
12486322,21203042
12486322,17045792
12486322,28049003
12486322,156710416
12486322,26317685
12486322,123318970
12486322,17744901
12486322,14794077
12486322,51274038
12486322,46309783
12486322,15725906
12486322,7261462
12486322,78699094
12486322,163853853
12486322,38180097
12486322,14931711
12486322,9465632
12486322,14826420
12486322,88636294
12486322,113024018
12486322,4309311
12486322,6063042
12486322,41681037
12486322,5519412
12486322,14050728
12486322,81829260
12486322,9151782
12486322,15488482
12486322,8556052
12486322,17372379
12486322,103079693
12486322,897811
12486322,13982132
12486322,16589206
12486322,94064240
12486322,1068831
12486322,20518910
12486322,6038982
12486322,20672174
12486322,14707041
12486322,22195205
12486322,26962560
12486322,6950972
12486322,2131171
12486322,15354468
12486322,177852222
12486322,17976608
12486322,14857151
12486322,37296570
12486322,14230809
12486322,7373472
12486322,33792380
12486322,15093979
12486322,15445811
12486322,17462723
12486322,160391541
12486322,19562498
12486322,69353990
12486322,113431370
12486322,71498154
12486322,48707597
12486322,14947810
12486322,6706682
12486322,28841026
12486322,782502
12486322,24990215
12486322,22063434
12486322,167234557
12486322,107345085
12486322,16795132
12486322,22911650
12486322,14906033
12486322,56656341
12486322,14665162
12486322,18206161
12486322,792346
12486322,120767986
12486322,17639049
12486322,9698562
12486322,14817805
12486322,42018126
12486322,152352998
12486322,27161965
12486322,46451915
12486322,54631433
12486322,16288136
12486322,162998004
12486322,19706959
12486322,16267340
12486322,22377457
12486322,28059022
12486322,66870481
12486322,39001459
12486322,14697183
12486322,928961
12486322,135432729
12486322,40317948
12486322,14144520
12486322,5390732
12486322,8663752
12486322,15006091
12486322,150621067
12486322,9930912
12486322,14906518
12486322,9184682
12486322,118788187
12486322,18140672
12486322,14633926
12486322,39494146
12486322,14906538
12486322,156877973
12486322,6691002
12486322,124946510
12486322,20558785
12486322,89361036
12486322,808020
12486322,1081
12486322,94817563
12486322,98320282
12486322,5155811
12486322,16213093
12486322,17472086
12486322,58560480
12486322,113130846
12486322,14926475
12486322,10331512
12486322,14335498
12486322,8761432
12486322,14270140
12486322,44035632
12486322,38269933
12486322,17666253
12486322,57687666
12486322,7255652
12486322,749863
12486322,6148812
12486322,28056122
12486322,111474440
12486322,7798232
12486322,73224138
12486322,114452371
12486322,20038907
12486322,15618320
12486322,125601542
12486322,1235521
12486322,14789629
12486322,103877455
12486322,23948946
12486322,17060840
12486322,14361698
12486322,10270562
12486322,42365838
12486322,21385887
12486322,37212241
12486322,4942391
12486322,1260231
12486322,9093
12486322,777885
12486322,37593098
12486322,69192214
12486322,7249802
12486322,16465385
12486322,136347538
12486322,81598269
12486322,27629243
12486322,56883209
12486322,135654585
12486322,8131122
12486322,20292942
12486322,87655679
12486322,64482503
12486322,41647812
12486322,14870679
12486322,8992502
12486322,129760291
12486322,18052934
12486322,11739952
12486322,17484254
12486322,13440802
12486322,16866902
12486322,6823692
12486322,8395672
12486322,101938461
12486322,7550832
12486322,9646982
12486322,52243439
12486322,16202859
12486322,48361772
12486322,5668942
12486322,33650227
12486322,16739711
12486322,30055761
12486322,120761095
12486322,39713727
12486322,17194296
12486322,7204872
12486322,120966038
12486322,2768501
12486322,55318950
12486322,19697415
12486322,35761106
12486322,14223044
12486322,15982247
12486322,14135545
12486322,898691
12486322,30864653
12486322,11362622
12486322,37159362
12486322,118642717
12486322,77122649
12486322,54521114
12486322,14483646
12486322,29155120
12486322,14106581
12486322,18769172
12486322,92541612
12486322,51167925
12486322,15808647
12486322,103035593
12486322,5939732
12486322,119168161
12486322,87174321
12486322,74732486
12486322,26395300
12486322,85891683
12486322,12579252
12486322,46957751
12486322,19130243
12486322,74129471
12486322,105635994
12486322,40246433
12486322,13298072
12486322,20514493
12486322,14049721
12486322,69262652
12486322,46961317
12486322,21445120
12486322,17454495
12486322,14760162
12486322,64959119
12486322,31469824
12486322,16559546
12486322,26544795
12486322,16185326
12486322,14388905
12486322,24760672
12486322,29002666
12486322,3189061
12486322,14891889
12486322,17093617
12486322,22132639
12486322,100208397
12486322,113420831
12486322,"8,18927131883356E+017"
12486322,16174623
12486322,42470389
12486322,8310852
12486322,6150242
12486322,14336585
12486322,29868351
12486322,496723
12486322,14378113
12486322,14626324
12486322,17872180
12486322,18279794
12486322,103651415
12486322,17220934
12486322,12044602
12486322,30313925
12486322,14511951
12486322,816653
12486322,17006157
12486322,38267947
12486322,33838201
12486322,8963722
12486322,59157393
12486322,33998183
12486322,42226885
12486322,93957809
12486322,17939037
12486322,14323151
12486322,12029252
12486322,10680142
12486322,98726492
12486322,14159253
12486322,82814581
12486322,109750036
12486322,72948466
12486322,69426279
12486322,61010200
12486322,25738020
12486322,19939139
12486322,39698834
12486322,83401705
12486322,16285762
12486322,14918367
12486322,10270952
12486322,95624829
12486322,19937789
12486322,80589255
12486322,70414442
12486322,5774462
12486322,16923407
12486322,19110629
12486322,15003729
12486322,26908015
12486322,62509633
12486322,90983105
12486322,105741032
12486322,19140641
12486322,21839814
12486322,15425148
12486322,96712714
12486322,43241778
12486322,33933259
12486322,50393960
12486322,14125938
12486322,21581503
12486322,12456402
12486322,51618055
12486322,6540712
12486322,89118473
12486322,37971731
12486322,104927614
12486322,62434881
12486322,8039442
12486322,15784302
12486322,802354
12486322,14040752
12486322,17645226
12486322,17518142
12486322,6519522
12486322,82031362
12486322,19225756
12486322,16389180
12486322,19345323
12486322,103568043
12486322,2193071
12486322,11300152
12486322,19107088
12486322,26894723
12486322,14457811
12486322,14825606
12486322,7861842
12486322,36109143
12486322,22823
12486322,17962352
12486322,15902301
12486322,46613124
12486322,78749849
12486322,43533997
12486322,16832632
12486322,75896448
12486322,24705126
12486322,12522072
12486322,71136691
12486322,18178876
12486322,14145417
12486322,89485813
12486322,13492552
12486322,90074226
12486322,38866951
12486322,20532024
12486322,21996011
12486322,25873356
12486322,26230756
12486322,22064868
12486322,71816344
12486322,2839401
12486322,14430556
12486322,30745164
12486322,11211542
12486322,14885549
12486322,47249981
12486322,34845060
12486322,18072535
12486322,5574492
12486322,13146562
12486322,781293
12486322,18884906
12486322,42625208
12486322,69704553
12486322,8827482
12486322,87343204
12486322,87658895
12486322,3634051
12486322,18839225
12486322,41555817
12486322,11840852
12486322,5252591
12486322,24923100
12486322,18514767
12486322,18366472
12486322,6186292
12486322,17169978
12486322,25435149
12486322,16888374
12486322,10937742
12486322,13772282
12486322,15151064
12486322,47606707
12486322,7136992
12486322,2796391
12486322,817209
12486322,15591522
12486322,14065217
12486322,15021384
12486322,22050354
12486322,6424562
12486322,23166140
12486322,24735134
12486322,13119862
12486322,16652613
12486322,2719361
12486322,35120520
12486322,57107167
12486322,7486332
12486322,41227459
12486322,12641
12486322,45566512
12486322,37967651
12486322,22997517
12486322,5344992
12486322,9868112
12486322,14626880
12486322,17816767
12486322,3621631
12486322,16688904
12486322,14958228
12486322,68618282
12486322,14509984
12486322,33461291
12486322,14111867
12486322,13018072
12486322,8530422
12486322,37661465
12486322,19538724
12486322,59421738
12486322,15955214
12486322,11978102
12486322,21904102
12486322,35128237
12486322,15398764
12486322,60713068
12486322,27081981
12486322,10202
12486322,15184929
12486322,58034341
12486322,20117836
12486322,39567090
12486322,32718488
12486322,46533107
12486322,14328066
12486322,60018268
12486322,43397270
12486322,66462937
12486322,72203257
12486322,30060311
12486322,23373
12486322,60941141
12486322,65267820
12486322,39897450
12486322,11879822
12486322,1810821
12486322,15948437
12486322,692753
12486322,1478411
12486322,7222652
12486322,17297668
12486322,16159251
12486322,19538041
12486322,6917252
12486322,19658826
12486322,5411902
12486322,14919730
12486322,2111361
12486322,59085158
12486322,15431281
12486322,26347892
12486322,65184098
12486322,860351
12486322,18656830
12486322,36412963
12486322,14659434
12486322,16666806
12486322,25608303
12486322,14811322
12486322,24243
12486322,610873
12486322,55996162
12486322,39498899
12486322,37491431
12486322,41418660
12486322,54727591
12486322,15078069
12486322,10065872
12486322,46570604
12486322,18582812
12486322,101143
12486322,14627400
12486322,31187402
12486322,9815882
12486322,47271249
12486322,53336969
12486322,14449583
12486322,14357273
12486322,48237258
12486322,53919366
12486322,17087151
12486322,52069651
12486322,14274132
12486322,13699852
12486322,48968840
12486322,18525506
12486322,14965265
12486322,12610412
12486322,25437682
12486322,22311730
12486322,17175627
12486322,44120722
12486322,7766902
12486322,45727675
12486322,16556262
12486322,31303509
12486322,10156602
12486322,6604072
12486322,15649930
12486322,14207253
12486322,11877522
12486322,8941152
12486322,11623592
12486322,14873488
12486322,66123
12486322,19232631
12486322,13547812
12486322,709003
12486322,22232157
12486322,15628035
12486322,17268013
12486322,34780839
12486322,19118801
12486322,16673943
12486322,17496096
12486322,27235800
12486322,11279012
12486322,19811944
12486322,16040859
12486322,14231772
12486322,29676519
12486322,14527804
12486322,11991612
12486322,40881540
12486322,31606867
12486322,15242531
12486322,26671494
12486322,1344951
12486322,10712132
12486322,16428802
12486322,8954292
12486322,1052961
12486322,12018812
12486322,14808390
12486322,13282392
12486322,18099511
12486322,14671215
12486322,21013461
12486322,69153
12486322,14877167
12486322,32330900
12486322,14167833
12486322,13354002
12486322,8071902
12486322,20646864
12486322,14365789
12486322,14118444
12486322,3829151
12486322,19258798
12486322,14486284
12486322,9534522
12486322,14257928
12486322,15142076
12486322,37963464
12486322,10019032
12486322,17771429
12486322,14333344
12486322,18220218
12486322,15120121
12486322,1007531
12486322,3460751
12486322,717313
12486322,17335431
12486322,38623751
12486322,14557261
12486322,38399159
12486322,37165290
12486322,15194125
12486322,6513952
12486322,18498684
12486322,19789294
12486322,37646296
12486322,779627
12486322,48823
12486322,13784322
12486322,18425366
12486322,37168201
12486322,14459956
12486322,815617
12486322,13811452
12486322,14384124
12486322,14188399
12486322,14862447
12486322,6821102
12486322,19082299
12486322,19206264
12486322,15553589
12486322,788841
12486322,92623
12486322,20834474
12486322,19176392
12486322,17870480
12486322,27081171
12486322,33859352
12486322,22578053
12486322,28318016
12486322,14263940
12486322,1252901
12486322,15315691
12486322,15335523
12486322,14369216
12486322,14452322
12486322,16470706
12486322,18730225
12486322,15799403
12486322,97933
12486322,21150453
12486322,42983
12486322,17541046
12486322,20485057
12486322,8058222
12486322,21185170
12486322,15428957
12486322,15675166
12486322,14654600
12486322,35182780
12486322,15101578
12486322,1706681
12486322,34625529
12486322,26603208
12486322,32378536
12486322,15794020
12486322,21277815
12486322,29537302
12486322,10670192
12486322,9471162
12486322,1718791
12486322,8419562
12486322,27842173
12486322,16094075
12486322,19022242
12486322,4690301
12486322,24682322
12486322,15022452
12486322,23112236
12486322,11348282
12486322,21918148
12486322,32694562
12486322,11656732
12486322,16042396
12486322,23563552
12486322,18367957
12486322,807095
12486322,16485096
12486322,20402832
12486322,16817883
12486322,31668842
12486322,16204225
12486322,15492359
12486322,28836556
12486322,17473883
12486322,17788497
12486322,7498052
12486322,5719682
12486322,5093
12486322,5388852
12486322,14522546
12486322,9799222
12486322,3480421
12486322,14886375
12486322,23365626
12486322,63043
12486322,15076390
12486322,20673844
12486322,1477381
12486322,20998868
12486322,14761795
12486322,4812431
12486322,20166694
12486322,19091929
12486322,23878594
12486322,21654234
12486322,20971460
12486322,26461595
12486322,20156568
12486322,26316116
12486322,7340612
12486322,574253
12486322,26821575
12486322,8692942
12486322,804204
12486322,21868406
12486322,16541417
12486322,21733220
12486322,20119433
12486322,19468984
12486322,43483
12486322,3049411
12486322,44253
12486322,989
12486322,18483040
12486322,18631179
12486322,3283901
12486322,14075928
12486322,23571738
12486322,813286
12486322,16311483
12486322,15485441
12486322,17519833
12486322,19899518
12486322,15813140
12486322,20536157
12486322,18270755
12486322,18624756
12486322,7400702
12486322,13479072
12486322,8453452
12486322,12811302
12486322,670413
12486322,823083
12486322,691353
12486322,2384071
12486322,6998432
12486322,6800542
12486322,13235832
12486322,13414392
12486322,752133
12486322,1790831
12486322,13348
12486322,2729061
12486322,49793
12486322,6753902
12486322,14734249
12486322,14816103
12486322,44423
12486322,15352541
12486322,3339171
12486322,621583
12486322,15136979
12486322,4833131
12486322,14585205
12486322,10168252
12486322,16248857
12486322,18525497
12486322,15825547
12486322,5971922
12486322,5746452
12486322,1118451
12486322,2730791
12486322,6141832
12486322,14647570
12486322,16356013
12486322,14090713
12486322,14570107
12486322,17855623
12486322,14053823
12486322,11805432
12486322,12381352
12486322,17495946
12486322,19682566
12486322,18211085
12486322,15839287
12486322,8161232
12486322,19599604
12486322,17147821
12486322,18322014
12486322,16185413
12486322,18677659
12486322,20022287
12486322,5988062
12486322,7037732
12486322,5167291
12486322,1538841
12486322,1019381
12486322,668033
12486322,2566421
12486322,11388132
12486322,16456418
12486322,16598186
12486322,17343184
12486322,14706299
12486322,17038565
12486322,14252917
12486322,12173042
12486322,7044802
12486322,1413771
487623589,"8,724497669318E+017"
487623589,"1,16965432301953E+018"
487623589,755070
487623589,988465844
487623589,"1,15445139935216E+018"
487623589,527094727
487623589,211087208
487623589,"9,37761753357677E+017"
487623589,308603327
487623589,6013662
487623589,"1,11668488314806E+018"
487623589,382489438
487623589,"1,09277226046787E+018"
487623589,"1,0755123151501E+018"
487623589,413898659
487623589,"9,98282257097019E+017"
487623589,171033390
487623589,2784123889
487623589,136301916
487623589,23092438
487623589,2744671017
487623589,"9,52982051262628E+017"
487623589,"1,02397476348656E+018"
487623589,84351228
487623589,67430296
487623589,14246556
487623589,137457764
487623589,"8,09788259492569E+017"
487623589,121449541
487623589,1088809854
487623589,2730289088
487623589,14804841
487623589,102099663
487623589,625093
487623589,122053508
487623589,62326375
487623589,"9,01773635962196E+017"
487623589,4858563561
487623589,7340612
487623589,14120402
487623589,71762380
487623589,292518772
487623589,243331145
487623589,1219800504
487623589,1538841
487623589,"9,53305718966366E+017"
487623589,"8,47190167542653E+017"
487623589,15635792
487623589,1964009738
487623589,1934671
487623589,16693331
487623589,16568971
487623589,14746910
487623589,280477264
487623589,"9,42544632898081E+017"
487623589,15911738
487623589,104616026
487623589,"8,91060206033097E+017"
487623589,"9,12788064082256E+017"
487623589,"9,09787591670628E+017"
487623589,762144638
487623589,18137304
487623589,51529520
487623589,10325302
487623589,"8,45974635585782E+017"
487623589,"8,61702441569362E+017"
487623589,"8,20367095120548E+017"
487623589,14111858
487623589,15482223
487623589,260116832
487623589,38099691
487623589,22398002
487623589,24701368
487623589,"7,9455166107512E+017"
487623589,11176042
487623589,14678973
487623589,"8,28361853021647E+017"
487623589,"8,16772382207578E+017"
487623589,114391809
487623589,19571613
487623589,19250247
487623589,14739250
487623589,"7,7033347047637E+017"
487623589,9723932
487623589,7056162
487623589,101280438
487623589,"8,21882428126012E+017"
487623589,185898176
487623589,487357501
487623589,4725255521
487623589,18322014
487623589,17286042
487623589,129010515
487623589,89185308
487623589,17285185
487623589,34698700
487623589,18959885
487623589,1397791753
487623589,799141723
487623589,"7,13818257497559E+017"
487623589,294127712
487623589,"7,0725586022178E+017"
487623589,148927605
487623589,110244676
487623589,"7,91070237949034E+017"
487623589,3382999846
487623589,216735143
487623589,3110001945
487623589,23036965
487623589,14948021
487623589,14538601
487623589,9463342
487623589,13623842
487623589,578030766
487623589,3242776070
487623589,445419338
487623589,2616442935
487623589,3649181
487623589,16258468
487623589,59363
487623589,823083
487623589,3173809816
487623589,28552516
487623589,18112696
487623589,"7,43073543919927E+017"
487623589,237401623
487623589,791300
487623589,2987122085
487623589,17676279
487623589,617243
487623589,89031921
487623589,960670556
487623589,5676102
487623589,"7,29308619058057E+017"
487623589,18530651
487623589,6105382
487623589,243995625
487623589,100711909
487623589,77131411
487623589,919464055
487623589,577556332
487623589,868590631
487623589,1529078120
487623589,2296786448
487623589,15813127
487623589,8694172
487623589,8104532
487623589,243137870
487623589,326511843
487623589,38387473
487623589,17050488
487623589,47774386
487623589,25337753
487623589,1647559105
487623589,9526722
487623589,61188935
487623589,299081229
487623589,"7,03278472555323E+017"
487623589,32330308
487623589,57912723
487623589,784165
487623589,82363
487623589,8932122
487623589,50478950
487623589,"7,18910384158208E+017"
487623589,546611994
487623589,22444948
487623589,10184292
487623589,"7,04662601117114E+017"
487623589,109549288
487623589,36691457
487623589,33431328
487623589,16695645
487623589,239581027
487623589,4922591
487623589,63819362
487623589,21414569
487623589,13895242
487623589,6297412
487623589,2294500459
487623589,1026741
487623589,19014676
487623589,3286770860
487623589,15662351
487623589,540366687
487623589,345673106
487623589,23009949
487623589,3001180319
487623589,22641783
487623589,"6,96400514045583E+017"
487623589,159822053
487623589,676363
487623589,15275073
487623589,70132580
487623589,498275969
487623589,17465603
487623589,599669340
487623589,14919253
487623589,14904260
487623589,56884542
487623589,3367628405
487623589,4754476036
487623589,489840666
487623589,3595439354
487623589,2230209127
487623589,4289247312
487623589,17913998
487623589,478700423
487623589,36919698
487623589,20410251
487623589,59739125
487623589,816653
487623589,2446931507
487623589,2327560616
487623589,2218601431
487623589,11797632
487623589,18088152
487623589,157702526
487623589,764988974
487623589,2369849120
487623589,88246582
487623589,12579252
487623589,14662473
487623589,15134408
487623589,23863969
487623589,45208530
487623589,49024564
487623589,203558650
487623589,271336073
487623589,3129095903
487623589,2800780073
487623589,22050354
487623589,14804579
487623589,361140100
487623589,2699168679
487623589,431454954
487623589,15653961
487623589,41631552
487623589,2491527854
487623589,1877714197
487623589,158272788
487623589,2353378285
487623589,3273307454
487623589,22474467
487623589,48918234
487623589,32193202
487623589,8314612
487623589,39828640
487623589,23061561
487623589,479327507
487623589,14588662
487623589,14306062
487623589,2788522289
487623589,5956732
487623589,24916485
487623589,22077812
487623589,53953
487623589,14050728
487623589,2613676268
487623589,256511368
487623589,16090551
487623589,23554268
487623589,29089844
487623589,3761611220
487623589,16356013
487623589,986601
487623589,159064357
487623589,283259822
487623589,905179088
487623589,369817064
487623589,99729361
487623589,13688172
487623589,632724929
487623589,15704940
487623589,2329466257
487623589,99598323
487623589,160925217
487623589,1247437484
487623589,141721058
487623589,3363290472
487623589,558987463
487623589,18899491
487623589,7723482
487623589,62470959
487623589,3335209881
487623589,344896093
487623589,17394561
487623589,1115374579
487623589,9551792
487623589,124062198
487623589,78012548
487623589,284739139
487623589,20639941
487623589,39099783
487623589,16517063
487623589,14455530
487623589,8947082
487623589,5737
487623589,271909348
487623589,8870242
487623589,27093292
487623589,1702560181
487623589,668423
487623589,22736496
487623589,335973503
487623589,142208279
487623589,19396030
487623589,1530096708
487623589,12408202
487623589,3084530025
487623589,3058852306
487623589,259716070
487623589,551247481
487623589,85099825
487623589,19103481
487623589,2573880420
487623589,14656222
487623589,17407196
487623589,54585170
487623589,683723
487623589,490631300
487623589,1690731
487623589,6417242
487623589,2829173989
487623589,192957032
487623589,15427422
487623589,38143886
487623589,3365618279
487623589,1578016110
487623589,9769712
487623589,296495755
487623589,686803
487623589,697893
487623589,206444851
487623589,7506512
487623589,22572168
487623589,14297050
487623589,177788470
487623589,6070762
487623589,3044827841
487623589,583450546
487623589,16130949
487623589,720549566
487623589,44423
487623589,18691802
487623589,1175901890
487623589,20260892
487623589,14898461
487623589,15005347
487623589,14157408
487623589,281083384
487623589,743222730
487623589,6031
487623589,552951614
487623589,14585205
487623589,3792911
487623589,1365577747
487623589,44259392
487623589,3300294801
487623589,16236094
487623589,493063481
487623589,130464206
487623589,20430048
487623589,1012139203
487623589,84512601
487623589,2851944063
487623589,7617702
487623589,273534539
487623589,210405752
487623589,15446648
487623589,14252897
487623589,749583
487623589,2813398537
487623589,1648999932
487623589,9334742
487623589,54063427
487623589,1138959692
487623589,7758452
487623589,18050416
487623589,1225775714
487623589,2667052088
487623589,2618435233
487623589,2835662000
487623589,20571756
487623589,1479571254
487623589,15948437
487623589,5637652
487623589,11414
487623589,16781740
487623589,1198537832
487623589,3121379060
487623589,24358412
487623589,143883
487623589,61233
487623589,13611
487623589,17518412
487623589,2956891102
487623589,757891106
487623589,2442900444
487623589,15717973
487623589,12691112
487623589,15998527
487623589,249169195
487623589,962147797
487623589,18316059
487623589,831828900
487623589,2457016706
487623589,9473582
487623589,625556537
487623589,76362272
487623589,906884648
487623589,3069391029
487623589,17639049
487623589,15926485
487623589,2159775193
487623589,44953355
487623589,8791612
487623589,814641
487623589,2389069947
487623589,2792155608
487623589,2041111
487623589,48843
487623589,234196747
487623589,633385022
487623589,19587559
487623589,40720843
487623589,13484822
487623589,776708766
487623589,14657765
487623589,1628848939
487623589,14388078
487623589,1381038708
487623589,20735896
487623589,6440602
487623589,23138178
487623589,7037732
487623589,1147751
487623589,14421746
487623589,14695816
487623589,30864653
487623589,31356469
487623589,19893048
487623589,9309912
487623589,12589692
487623589,2231839172
487623589,15695490
487623589,386111025
487623589,116041517
487623589,169015850
487623589,13334762
487623589,94133565
487623589,23918072
487623589,80881027
487623589,46066476
487623589,19645340
487623589,14568931
487623589,389634390
487623589,261665936
487623589,2706768170
487623589,568617811
487623589,18136342
487623589,2179734534
487623589,2846455025
487623589,14325738
487623589,14335498
487623589,240787906
487623589,23086548
487623589,14963714
487623589,243360038
487623589,424326452
487623589,18697326
487623589,2469914214
487623589,74135624
487623589,41456770
487623589,1845211
487623589,14437549
487623589,562926380
487623589,2806000111
487623589,267089796
487623589,16173592
487623589,233631354
487623589,2421758556
487623589,231734854
487623589,18431396
487623589,736919767
487623589,39776651
487623589,15955214
487623589,54893
487623589,2789291
487623589,15704521
487623589,19208994
487623589,19682566
487623589,8592732
487623589,154479578
487623589,428058083
487623589,14594292
487623589,14620753
487623589,14139773
487623589,15748376
487623589,22652954
487623589,768870
487623589,2566421
487623589,9362492
487623589,1857735248
487623589,7596542
487623589,12776922
487623589,94487435
487623589,36104435
487623589,192301091
487623589,5812732
487623589,11547582
487623589,157291345
487623589,88890221
487623589,1243561
487623589,10191332
487623589,15022843
487623589,15300519
487623589,276818759
487623589,8957752
487623589,346803113
487623589,7748942
487623589,2603118734
487623589,397493736
487623589,18055613
487623589,17038565
487623589,543690714
487623589,2893971
487623589,168499439
487623589,18367762
487623589,370343849
487623589,14434385
487623589,9290032
487623589,91120943
487623589,14639127
487623589,386170457
487623589,65153614
487623589,6742522
487623589,15173068
487623589,823905
487623589,1481010043
487623589,21228968
487623589,794294017
487623589,156954993
487623589,529104579
487623589,6561812
487623589,26288129
487623589,2493960444
487623589,197193305
487623589,2547694218
487623589,18797311
487623589,8180052
487623589,133046593
487623589,466571567
487623589,21489872
487623589,390167291
487623589,7712452
487623589,15996830
487623589,103549232
487623589,231673318
487623589,364456338
487623589,22283639
487623589,53778064
487623589,15040566
487623589,7535062
487623589,107838271
487623589,334955469
487623589,419159838
487623589,109086082
487623589,6755452
487623589,3408521
487623589,124036182
487623589,2773111
487623589,14640100
487623589,15488482
487623589,436886807
487623589,9381862
487623589,1286116932
487623589,49921739
487623589,88982108
487623589,2384354214
487623589,2423532368
487623589,15231287
487623589,74129471
487623589,18080585
487623589,73333984
487623589,19528245
487623589,117727685
487623589,1615618795
487623589,608232455
487623589,569505441
487623589,501888497
487623589,15481072
487623589,2807841
487623589,780336
487623589,357726605
487623589,284680961
487623589,110698757
487623589,458655380
487623589,9714232
487623589,167169119
487623589,10865632
487623589,14602130
487623589,15287607
487623589,3705121
487623589,408847389
487623589,15376576
487623589,15101375
487623589,6796412
487623589,107471115
487623589,98721552
487623589,793351
487623589,34923649
487623589,1011202464
487623589,45654691
487623589,7861842
487623589,14119459
487623589,2648921
487623589,5838092
487623589,6140222
487623589,59918812
487623589,34620550
487623589,12196352
487623589,31252952
487623589,87914521
487623589,5719682
487623589,71215736
487623589,42746940
487623589,752133
487623589,42851073
487623589,14291506
487623589,481266440
487623589,615486974
487623589,18636447
487623589,14816103
487623589,80140012
487623589,15742493
487623589,286791231
487623589,22545571
487623589,207559129
487623589,14055926
487623589,2276111
487623589,73486672
487623589,151774839
487623589,183575679
487623589,254149815
487623589,553557115
487623589,21385774
487623589,10720602
487623589,44320986
487623589,10368692
487623589,68442845
487623589,14815775
487623589,380417362
487623589,20720688
487623589,27064840
487623589,241024877
487623589,45036289
487623589,11439542
487623589,15760506
487623589,80589255
487623589,376825877
487623589,1581407294
487623589,66345916
487623589,103949787
487623589,24253645
487623589,2142731
487623589,2480951
487623589,356565711
487623589,106682853
487623589,14706299
487623589,61501104
487623589,86390762
487623589,167234557
487623589,19525954
29843531,224393497
29843531,24678529
29843531,17518412
29843531,4874289952
29843531,9309912
29843531,130690431
29843531,543531239
29843531,45678357
29843531,"1,18129618033829E+018"
29843531,50124536
29843531,267576796
29843531,1112985782
29843531,19664663
29843531,3304847073
29843531,10242112
29843531,"9,06918505366335E+017"
29843531,"1,08526547033121E+018"
29843531,86916604
29843531,133451038
29843531,"8,69470217965064E+017"
29843531,395195579
29843531,3240859719
29843531,457033547
29843531,69687111
29843531,226947323
29843531,5533942
29843531,390167291
29843531,23036965
29843531,"9,43435303846662E+017"
29843531,2245746949
29843531,69542069
29843531,377968594
29843531,11791512
29843531,16909151
29843531,"8,06091368040956E+017"
29843531,867016915
29843531,2203283994
29843531,437004031
29843531,16097196
29843531,90521952
29843531,93684181
29843531,2545945409
29843531,14432170
29843531,15392215
29843531,4328781
29843531,1157322235
29843531,1169848770
29843531,2831699765
29843531,1563737839
29843531,321542857
29843531,793160329
29843531,354220709
29843531,"9,12313937756066E+017"
29843531,2344699545
29843531,16327021
29843531,592988806
29843531,3282859598
29843531,854383796
29843531,3185885592
29843531,34262341
29843531,"7,98851878758936E+017"
29843531,570774089
29843531,576508413
29843531,509101971
29843531,"7,90527680961712E+017"
29843531,495830049
29843531,175336442
29843531,522104578
29843531,2691127848
29843531,17489748
29843531,13281492
29843531,276991865
29843531,2208027565
29843531,222023896
29843531,143861262
29843531,976385299
29843531,87403396
29843531,111257867
29843531,3166738899
29843531,166216871
29843531,4133426687
29843531,64689807
29843531,39680368
29843531,74433562
29843531,2966144379
29843531,2244909439
29843531,64672345
29843531,77006492
29843531,88878382
29843531,"7,0217675563785E+017"
29843531,4733512679
29843531,299181505
29843531,74286565
29843531,15670515
29843531,2237614008
29843531,21360280
29843531,24741685
29843531,7629262
29843531,2892358760
29843531,19078952
29843531,2436064230
29843531,2298177974
29843531,52660758
29843531,274626857
29843531,105873969
29843531,2430946394
29843531,3289817867
29843531,701059332
29843531,143638554
29843531,243576882
29843531,103837419
29843531,420142829
29843531,428287271
29843531,448482722
29843531,21328978
29843531,38027796
29843531,18083172
29843531,3193001701
29843531,24509722
29843531,96591347
29843531,300926363
29843531,8346712
29843531,119318112
29843531,15431118
29843531,28325059
29843531,87775005
29843531,16468695
29843531,90488576
29843531,5658652
29843531,928961
29843531,96383
29843531,409823
29843531,5725652
29843531,1293051
29843531,13182702
29843531,15685575
29843531,159822053
29843531,15608761
29843531,13567
29843531,9980812
29843531,208212889
29843531,571936006
29843531,24257941
29843531,158524228
29843531,8627682
29843531,9594362
29843531,18845951
29843531,1413771
29843531,15390783
29843531,539903754
29843531,3014369394
29843531,16248319
29843531,38483237
29843531,44936786
29843531,3379416256
29843531,18138734
29843531,19650780
29843531,835901161
29843531,27745459
29843531,311844470
29843531,323320695
29843531,57873751
29843531,82303907
29843531,23316030
29843531,135432930
29843531,3244596353
29843531,557003636
29843531,81599679
29843531,845831238
29843531,2927711544
29843531,229706348
29843531,21485707
29843531,1209608880
29843531,1299908720
29843531,207495308
29843531,14316686
29843531,1583273208
29843531,204708003
29843531,772183376
29843531,17193794
29843531,14180249
29843531,484214624
29843531,767545134
29843531,39960478
29843531,18447401
29843531,47576958
29843531,2235003186
29843531,322751034
29843531,1636590253
29843531,2733419562
29843531,218162699
29843531,77460077
29843531,266620096
29843531,264897818
29843531,14959518
29843531,585042784
29843531,183764688
29843531,168859338
29843531,17315487
29843531,22484304
29843531,111012974
29843531,1205013732
29843531,166224507
29843531,253514218
29843531,424533908
29843531,755427811
