Source,Target
71762380,"7,91070237949034E+017"
71762380,395367768
71762380,179040857
71762380,1529078120
71762380,14055926
71762380,5610072
71762380,271487544
71762380,9463342
71762380,"8,45186475117298E+017"
71762380,13484822
71762380,223544454
71762380,2891322620
71762380,2987122085
71762380,3380973898
71762380,"7,63182788887667E+017"
71762380,19212550
71762380,24701368
71762380,484383803
71762380,2784
71762380,2251623492
71762380,56823695
71762380,1428575976
71762380,"8,16255358066946E+017"
71762380,4746666389
71762380,10157
71762380,161071669
71762380,9610222
71762380,12691112
71762380,9309912
71762380,9714232
71762380,63819362
71762380,4874289952
71762380,15049696
71762380,1690731
71762380,7106252
71762380,14898461
71762380,116688364
71762380,327779505
71762380,1481010043
71762380,8104532
71762380,3167301
71762380,35661167
71762380,27093292
71762380,2855893183
71762380,116041517
71762380,239581027
71762380,3595439354
71762380,216735143
71762380,772163384
71762380,"7,73561146792116E+017"
71762380,"9,61714446002356E+017"
71762380,4034530393
71762380,"9,12788064082256E+017"
71762380,"7,95207442283962E+017"
71762380,12193532
71762380,714775800
71762380,2744240858
71762380,"9,59127998409699E+017"
71762380,12486322
71762380,1209499525
71762380,16130949
71762380,2789291
71762380,3015509723
71762380,2956929964
71762380,1923710378
71762380,11547582
71762380,19682566
71762380,143264018
71762380,2800780073
71762380,10189392
71762380,2895317462
71762380,260116832
71762380,96591754
71762380,14662473
71762380,2423931254
71762380,50090898
71762380,372475592
71762380,91985735
71762380,11740902
71762380,13334762
71762380,165494603
71762380,488844512
71762380,201262607
71762380,988465844
71762380,14372143
71762380,14561327
71762380,166557379
71762380,17913998
71762380,2784123889
71762380,793351
71762380,40655158
71762380,158272788
71762380,237293113
71762380,5676102
71762380,2175647936
71762380,40449158
71762380,2680758350
71762380,6998432
71762380,8304842
71762380,9362492
71762380,20342875
71762380,177788470
71762380,1049495413
71762380,11736872
71762380,2892219338
71762380,14804579
71762380,2756479056
71762380,"7,18910384158208E+017"
71762380,"9,53305718966366E+017"
71762380,10368692
71762380,"7,94598635455611E+017"
71762380,14816103
71762380,1948614774
71762380,209323420
71762380,"8,97226646230635E+017"
71762380,109086082
71762380,110244676
71762380,478700423
71762380,"9,53304055337669E+017"
71762380,2423532368
71762380,22808453
71762380,326511843
71762380,2499235068
71762380,986519143
71762380,3318172339
71762380,264712854
71762380,192303150
71762380,192301091
71762380,327511027
